id,name,citizenship,byear,bplace
2887,Wells,US,1962,"City Of Commerce,CA US"
2888,Bowerman,US,1968,"Bakersfield,CA US"
2889,Templeton,US,1981,"Houston,TX US"
2890,Armstrong,US,1943,"Williamstown,MA US"
2891,Maske,US,1977,"Birmingham,AL US"
2892,Herrera,US,1950,"Miami,FL US"
2893,Fletcher,US,1940,"Greensboro,NC US"
2894,Nichols,US,1953,"Pendleton,OR US"
2895,Spencer,US,1942,"West Palm Beach,FL US"
2896,Ardito,US,1958,"Stlouis,MO US"
2897,Casavant,US,1946,"Atlanta,GA US"
2898,Parker,US,1968,"Philadelphia,PA US"
2899,Webb,US,1952,"Miramar,FL US"
2900,Miller,US,1946,"Fort Worth,TX US"
2901,Marsh,US,1967,"Paradise Valley,AZ US"
2902,Poirier,US,1961,"Clarkson,IN US"
2903,Gardner,US,1967,"San Antonio,TX US"
2904,Brown,US,1959,"Denver,CO US"
2905,Smith,US,1970,"Newark,NJ US"
2906,Hughes,US,1979,"Franklin,MA US"
2907,Holt,US,1945,"Marquette,MI US"
2908,Smith,US,1985,"San Francisco,CA US"
2909,Lantz,US,1981,"New Orleans,LA US"
2910,Cate,US,1949,"Providence,RI US"
2911,Mehl,US,1943,"Flushing,NY US"
2912,Dear,US,1947,"Lafitte,LA US"
2913,Morales,US,1948,"Gary,SD US"
2914,Brown,US,1974,"Owensboro,KY US"
2915,Goff,US,1940,"Overbrook,KS US"
2916,Evans,US,1969,"Bedford,MA US"
2917,Coomes,US,1943,"Reno,NV US"
2918,Pierce,US,1961,"Stone Mountain,GA US"
2919,Coleman,US,1946,"La Mesa,CA US"
2920,Rios,US,1974,"Saratoga Springs,NY US"
2921,Barber,US,1985,"Austin,TX US"
2922,Gregory,US,1980,"Greensboro,NC US"
2923,Mcknight,US,1984,"Tampa,FL US"
2924,Gantt,US,1941,"Millport,PA US"
2925,Collins,US,1948,"Wailuku,HI US"
2926,Oldham,US,1946,"Soddy Daisy,TN US"
2927,Moles,US,1960,"Phoenix,AZ US"
2928,Boyd,US,1950,"Charlottesville,VA US"
2929,Fuller,US,1961,"Haddonfield,NJ US"
2930,Rausch,US,1956,"Washington,MD US"
2931,Mah,US,1961,"Dover,NJ US"
2932,Tucker,US,1952,"San Diego,CA US"
2933,Miller,US,1976,"Royal Oak,MI US"
2934,Ratliff,US,1980,"Pomona,CA US"
2935,Blaser,US,1959,"Cambridge,MA US"
2936,Mccready,US,1943,"New York,NY US"
2937,Erickson,US,1965,"Colorado Springs,CO US"
2938,Law,US,1944,"Mcallen,TX US"
2939,Talmadge,US,1978,"Macomb,IL US"
2940,Reedy,US,1947,"Corpus Christi,TX US"
2941,Gomez,US,1956,"Albuquerque,NM US"
2942,Redd,US,1984,"Fort Payne,AL US"
2943,Foster,US,1954,"Long Beach,CA US"
2944,Mack,US,1967,"San Francisco,CA US"
2945,Perez,US,1942,"Capitan,NM US"
2946,Mullins,US,1968,"Rochester,NY US"
2947,Gist,US,1968,"Castroville,CA US"
2948,Pennington,US,1957,"Akron,OH US"
2949,Henderson,US,1953,"Chicago,IL US"
2950,Christiansen,US,1953,"Akron,OH US"
2951,Tarango,US,1960,"Atlanta,GA US"
2952,Stephens,US,1973,"Baton Rouge,LA US"
2953,Faulkner,US,1960,"Florence,AL US"
2954,Simpson,US,1971,"Sunrise,FL US"
2955,Enright,US,1980,"Kingsport,TN US"
2956,Adelman,US,1946,"Tampa,FL US"
2957,Murray,US,1947,"Soldier,KS US"
2958,England,US,1947,"Garden City,NY US"
2959,Mars,US,1943,"Orlando,FL US"
2960,Tidwell,US,1979,"Vacaville,CA US"
2961,Bold,US,1961,"Nashville,TN US"
2962,Johnson,US,1967,"Lansing,MI US"
2963,Morris,US,1947,"Santa Anna,TX US"
2964,Weidler,US,1981,"Lyerly,GA US"
2965,Gallegos,US,1959,"Marquette,MI US"
2966,Lester,US,1948,"Denver,CO US"
2967,Montgomery,US,1949,"Alhambra,CA US"
2968,Miles,US,1971,"Long Island City,NY US"
2969,Daniels,US,1955,"Warrensville Heights,OH US"
2970,Walters,US,1941,"Westerville,OH US"
2971,Robinson,US,1940,"Mountain View,WY US"
2972,Freel,US,1947,"Conroe,TX US"
2973,Oster,US,1954,"Oklahoma City,OK US"
2974,Acklin,US,1965,"Baltimore,MD US"
2975,Hays,US,1947,"Long Island City,NY US"
2976,Riddle,US,1981,"Perrysburg,OH US"
2977,Walker,US,1945,"San Diego,CA US"
2978,Thomas,US,1962,"Verdi,NV US"
2979,Edwards,US,1942,"Santa Fe,NM US"
2980,Puckett,US,1959,"Durham,NC US"
2981,Murphy,US,1967,"Marianna,FL US"
2982,Shipman,US,1961,"Champaign,IL US"
2983,Patel,US,1977,"Longwood,FL US"
2984,Knight,US,1966,"Oklahoma City,OK US"
2985,Kaplan,US,1946,"Montpelier,IN US"
2986,Layman,US,1961,"New York,NY US"
2987,Bernard,US,1974,"Oklahoma City,OK US"
2988,Amos,US,1966,"Kansas City,MO US"
2989,Burrell,US,1943,"Tulsa,OK US"
2990,Clark,US,1941,"Columbus,OH US"
2991,Bey,US,1941,"Little Rock,AR US"
2992,Feliciano,US,1951,"New York,NY US"
2993,Berg,US,1953,"Rushville,IL US"
2994,Goodman,US,1950,"Bridgeport,CT US"
2995,Ware,US,1944,"Grand Rapids,MI US"
2996,Vogel,US,1970,"Newark,NJ US"
2997,Stribling,US,1983,"Columbus,OH US"
2998,Ray,US,1971,"Grafton,OH US"
2999,Morse,US,1943,"Jacksonville,FL US"
3000,Travis,US,1972,"Bangor,ME US"
3001,Hodges,US,1974,"Brooks,WI US"
3002,Norton,US,1974,"Savannah,GA US"
3003,Zepeda,US,1949,"Buffalo,NY US"
3004,Cox,US,1952,"Waimea,HI US"
3005,Smith,US,1955,"Orlando,FL US"
3006,Girard,US,1944,"Albertville,AL US"
3007,Williamson,US,1964,"Dallas,TX US"
3008,Hines,US,1974,"San Angelo,TX US"
3009,Edwards,US,1955,"Seattle,WA US"
3010,Wetmore,US,1981,"Toledo,OH US"
3011,Manley,US,1952,"Pittsburgh,PA US"
3012,Doucet,US,1953,"Cleveland,OH US"
3013,Williams,US,1981,"Colorado Springs,CO US"
3014,Spurlock,US,1941,"Hartford,CT US"
3015,Hickerson,US,1983,"Van Nuys,CA US"
3016,Gomez,US,1953,"San Francisco,CA US"
3017,Gonzales,US,1942,"Arlington,VA US"
3018,Hughes,US,1949,"San Antonio,TX US"
3019,Tiano,US,1948,"Opa Locka,FL US"
3020,Brooks,US,1956,"Dulce,NM US"
3021,Milligan,US,1956,"Independence,OH US"
3022,Potter,US,1985,"Odessa,TX US"
3023,Joyner,US,1946,"El Rito,NM US"
3024,Maine,US,1985,"Lewiston,WA US"
3025,Wynn,US,1943,"Houston,TX US"
3026,Benton,US,1971,"Fort Lauderdale,FL US"
3027,Anderson,US,1972,"Terril,IA US"
3028,Fowler,US,1940,"Houston,TX US"
3029,Beall,US,1969,"Oakland,CA US"
3030,Goodson,US,1982,"Manchester,NH US"
3031,Rodriguez,US,1983,"Detroit,MI US"
3032,Hamilton,US,1971,"Stuart,FL US"
3033,Wilkins,US,1950,"Harrisburg,PA US"
3034,Peters,US,1955,"Sarasota,FL US"
3035,Zerangue,US,1982,"Tucson,AZ US"
3036,Letourneau,US,1947,"Santa Rosa,CA US"
3037,Johnson,US,1979,"Kansas City,MO US"
3038,Stewart,US,1984,"City Of Commerce,CA US"
3039,Wade,US,1979,"Pueblo,CO US"
3040,Farrell,US,1966,"Reston,VA US"
3041,Mann,US,1985,"Richmond,VA US"
3042,Johnson,US,1967,"Austin,TX US"
3043,Flores,US,1944,"Warminster,PA US"
3044,Adams,US,1941,"Atlanta,GA US"
3045,Lovell,US,1972,"State College,PA US"
3046,Evans,US,1959,"Rocky Mount,NC US"
3047,Cox,US,1940,"Seneca,KS US"
3048,Phillips,US,1970,"Charlotte,NC US"
3049,Workman,US,1958,"Sharon,PA US"
3050,Gannon,US,1984,"Springfield,MO US"
3051,Mcdonald,US,1942,"Farmingdale,NY US"
3052,Mills,US,1953,"Pasadena,TX US"
3053,Ashworth,US,1960,"Allen,TX US"
3054,Evans,US,1945,"Paducah,KY US"
3055,Flinchum,US,1968,"Saint Paul,MN US"
3056,Gregory,US,1968,"Harrisburg,PA US"
3057,Price,US,1955,"Brooklyn,PA US"
3058,Feldman,US,1964,"Rocky Mount,NC US"
3059,Espinosa,US,1944,"Milwaukee,WI US"
3060,Hixon,US,1957,"Mobile,AL US"
3061,Newton,US,1946,"West Sacramento,CA US"
3062,Allen,US,1950,"Newport News,VA US"
3063,Dube,US,1978,"Newark,NJ US"
3064,Shipp,US,1984,"Lubbock,TX US"
3065,Thomas,US,1950,"Lombard,IL US"
3066,Olson,US,1947,"Manhattan,NY US"
3067,Darden,US,1959,"Ulysses,KS US"
3068,Scott,US,1941,"Miami,FL US"
3069,Kennedy,US,1940,"Louisville,CO US"
3070,Trevino,US,1971,"Arlington,VA US"
3071,Tammaro,US,1974,"Syracuse,NY US"
3072,Arsenault,US,1969,"West Palm Beach,FL US"
3073,Monnier,US,1979,"Milwaukee,WI US"
3074,Silk,US,1963,"Denver,CO US"
3075,Hill,US,1950,"Syracuse,NY US"
3076,Bennett,US,1968,"Miami,FL US"
3077,Taylor,US,1977,"Macon,GA US"
3078,Sweatman,US,1950,"Seattle,WA US"
3079,Goodwin,US,1948,"Allentown,PA US"
3080,Cummings,US,1982,"Matthews,NC US"
3081,Thornton,US,1942,"Merrillville,IN US"
3082,Palmer,US,1959,"Everett,WA US"
3083,Ritter,US,1984,"Riverside,CA US"
3084,Lunsford,US,1969,"Franklin,MA US"
3085,Gee,US,1957,"Salt Lake City,UT US"
3086,Mitchell,US,1943,"Orem,UT US"
3087,Barber,US,1947,"Hempstead,NY US"
3088,Meraz,US,1981,"Angleton,TX US"
3089,Blanchard,US,1948,"Fresno,CA US"
3090,Bowen,US,1947,"Pontiac,IL US"
3091,Rowell,US,1976,"Preston,KS US"
3092,Carter,US,1949,"Mobile,AL US"
3093,Spalding,US,1978,"Bellevue,OH US"
3094,Smith,US,1971,"Plymouth,MI US"
3095,Becker,US,1983,"Chino,CA US"
3096,Wolfe,US,1978,"Mobile,AL US"
3097,Lanier,US,1980,"Manhattan,NY US"
3098,Barela,US,1947,"Jackson,TN US"
3099,Saunders,US,1983,"Sedona,AZ US"
3100,Fizer,US,1973,"No Burwell,NE US"
3101,Waller,US,1957,"Siloam Springs,AR US"
3102,Earles,US,1945,"Casper,WY US"
3103,Burgess,US,1964,"Eugene,OR US"
3104,Nelson,US,1949,"Gulfport,MS US"
3105,Copeland,US,1976,"Viborg,SD US"
3106,Culver,US,1979,"San Diego,CA US"
3107,Longnecker,US,1956,"Clinton,OK US"
3108,Stahlman,US,1955,"San Juan,CA US"
3109,Martin,US,1985,"Wichita,KS US"
3110,Stegall,US,1942,"Memphis,TN US"
3111,Burton,US,1956,"Flora,MS US"
3112,Ortiz,US,1969,"Grand Island,NE US"
3113,Hinton,US,1951,"Macon,GA US"
3114,Hester,US,1967,"Killen,AL US"
3115,Radford,US,1960,"Stayton,OR US"
3116,Felix,US,1949,"Alhambra,IL US"
3117,Allison,US,1959,"Clendenin,WV US"
3118,Ballard,US,1953,"Manhattan,NY US"
3119,Lomeli,US,1967,"Lapeer,MI US"
3120,Amin,US,1964,"Richmond,IN US"
3121,Silvers,US,1982,"Hanover,MD US"
3122,Patterson,US,1944,"Tribbey,OK US"
3123,Hornbuckle,US,1952,"Santa Barbara,CA US"
3124,Smock,US,1957,"Green Bay,WI US"
3125,Bays,US,1958,"South Burlington,VT US"
3126,Peters,US,1947,"Columbus,OH US"
3127,Dedeaux,US,1970,"San Jose,CA US"
3128,Vanegas,US,1974,"Manor,MD US"
3129,Lee,US,1950,"Saint Joseph,KS US"
3130,Sherwood,US,1949,"Union City,NJ US"
3131,Hagy,US,1966,"Baldwin Park,CA US"
3132,Brandon,US,1952,"Des Plaines,IL US"
3133,Thompson,US,1972,"Dalton,GA US"
3134,Guerrero,US,1959,"Westchester,IL US"
3135,Flavin,US,1972,"Arlington,TX US"
3136,Johnson,US,1981,"San Francisco,CA US"
3137,Cooper,US,1978,"Huntsville,AR US"
3138,Chavez,US,1954,"Park City,UT US"
3139,Osborn,US,1970,"Columbus,OH US"
3140,Heslin,US,1979,"Bethesda,MD US"
3141,Man,US,1963,"Kansas City,MO US"
3142,Bonnet,US,1964,"Manchester,CT US"
3143,Jones,US,1974,"Charlottesville,VA US"
3144,Lindsey,US,1947,"West Chester,PA US"
3145,Allen,US,1969,"Downey,CA US"
3146,Graves,US,1945,"Houston,TX US"
3147,Rosenblum,US,1956,"Lakewood,CO US"
3148,Mesa,US,1977,"Walnut Grove,MS US"
3149,Bowens,US,1964,"Newtown,PA US"
3150,Grove,US,1972,"Maryland Heights,MO US"
3151,Reynoso,US,1983,"San Antonio,TX US"
3152,Cisneros,US,1956,"Huntsville,AL US"
3153,Loggins,US,1945,"Moundridge,KS US"
3154,Payson,US,1980,"Blairsville,GA US"
3155,Galvez,US,1966,"Toledo,OH US"
3156,Schultz,US,1955,"Freeport,IL US"
3157,Smith,US,1983,"Camden,NJ US"
3158,Green,US,1960,"Los Angeles,CA US"
3159,Money,US,1983,"Somerville,NJ US"
3160,Tan,US,1981,"Phoenix,AZ US"
3161,Mckinley,US,1980,"Washington,MD US"
3162,Bell,US,1960,"Columbus,OH US"
3163,Moore,US,1956,"Casper,WY US"
3164,Gray,US,1967,"Jersey City,NJ US"
3165,Nixon,US,1963,"Toledo,OH US"
3166,Sanders,US,1951,"Maumee,OH US"
3167,Leclaire,US,1941,"Irvine,CA US"
3168,Fleming,US,1978,"Farmingdale,NY US"
3169,Lee,US,1969,"Mobile,AL US"
3170,Arnott,US,1942,"Nuangola,PA US"
3171,Pasillas,US,1955,"Palo Alto,CA US"
3172,Vaughn,US,1958,"Portland,OR US"
3173,Tisdale,US,1983,"Saint Paul,MN US"
3174,Bouchard,US,1973,"Chicago,IL US"
3175,Silvestri,US,1952,"Stone Mountain,GA US"
3176,Reese,US,1943,"Oakland,CA US"
3177,Morton,US,1946,"New Bern,NC US"
3178,Rodriguez,US,1941,"Pensacola,FL US"
3179,Johnson,US,1959,"Crestview,FL US"
3180,Borowski,US,1956,"Philadelphia,PA US"
3181,Blackwell,US,1953,"Boston,MA US"
3182,Johnson,US,1948,"Milford,UT US"
3183,Frost,US,1970,"New York,NY US"
3184,Harris,US,1961,"Corpus Christi,TX US"
3185,Bahena,US,1947,"Memphis,TN US"
3186,Patterson,US,1964,"Fall River,MA US"
3187,Killion,US,1975,"La Puente,CA US"
3188,Dodson,US,1953,"Bridgeport,CT US"
3189,Vasquez,US,1975,"Columbus,OH US"
3190,Brown,US,1944,"Mount Pleasant,IA US"
3191,Arredondo,US,1981,"Eagleville,PA US"
3192,Pagan,US,1958,"Kenner,LA US"
3193,Weaver,US,1981,"Philadelphia,PA US"
3194,Callender,US,1956,"Oneonta,NY US"
3195,Otto,US,1957,"Antelope,OR US"
3196,Jessop,US,1979,"Paw Paw,MI US"
3197,Melton,US,1947,"Traverse City,MI US"
3198,Bruhn,US,1943,"Providence,RI US"
3199,Matthews,US,1970,"Gadsden,AL US"
3200,Kearney,US,1947,"Worthington,OH US"
3201,Garrett,US,1954,"Omaha,NE US"
3202,Brannan,US,1975,"Fort Lauderdale,FL US"
3203,Washington,US,1950,"Amber,NY US"
3204,Sippel,US,1971,"Fayetteville,NC US"
3205,Moore,US,1943,"Rogers,AR US"
3206,Bloomer,US,1963,"Cleveland,GA US"
3207,Coble,US,1970,"Trenton,NJ US"
3208,Burton,US,1973,"Shreveport,LA US"
3209,Foti,US,1975,"Frisco,TX US"
3210,Christman,US,1953,"Portland,OR US"
3211,Mott,US,1950,"West Gardiner,ME US"
3212,Holmes,US,1964,"Waterbury,CT US"
3213,Acosta,US,1958,"Seattle,WA US"
3214,Wilkinson,US,1945,"Tannersville,PA US"
3215,Todd,US,1952,"Houston,TX US"
3216,Brooks,US,1947,"Austin,TX US"
3217,Wilks,US,1969,"Sedgwick,ME US"
3218,Myer,US,1970,"Shady Cove,OR US"
3219,Kamm,US,1957,"Fullerton,CA US"
3220,Childs,US,1949,"Poughkeepsie,NY US"
3221,Torres,US,1975,"Portland,OR US"
3222,Wolf,US,1967,"Zoneton,KY US"
3223,Henderson,US,1962,"Davenport,IL US"
3224,Snow,US,1984,"Salem,OH US"
3225,Brewer,US,1950,"Royse City,TX US"
3226,Abdo,US,1979,"North Wilkesboro,NC US"
3227,Klaus,US,1970,"Hanover,MD US"
3228,Smith,US,1972,"Lexington,KY US"
3229,Maloney,US,1957,"Peoria,IL US"
3230,Pond,US,1984,"San Francisco,CA US"
3231,Burns,US,1970,"Goldfield,NV US"
3232,Mcfadden,US,1953,"Washington,MD US"
3233,Velez,US,1946,"Winston Salem,NC US"
3234,Albanese,US,1945,"Archdale,NC US"
3235,Fitzgerald,US,1966,"Dry Ridge,KY US"
3236,Thompson,US,1970,"Chappaqua,NY US"
3237,Cook,US,1983,"Tucson,AZ US"
3238,Charles,US,1981,"Stamford,CT US"
3239,Griffin,US,1978,"Portsmouth,VA US"
3240,Church,US,1980,"Austin,TX US"
3241,Bradway,US,1958,"Alton,IL US"
3242,Simpkins,US,1943,"Pensacola,FL US"
3243,Coleman,US,1950,"Fresno,CA US"
3244,Black,US,1960,"Northampton,PA US"
3245,Flor,US,1952,"Lancaster,KY US"
3246,Calhoun,US,1950,"Kinderhook,NY US"
3247,Cornwall,US,1967,"Garden City,NY US"
3248,Kiley,US,1975,"Gilman,IL US"
3249,Stevenson,US,1941,"Louisville,KY US"
3250,Mchugh,US,1984,"Anderson,IN US"
3251,Sullivan,US,1941,"Denver,CO US"
3252,Mclaughlin,US,1943,"Roanoke,VA US"
3253,Houston,US,1940,"Los Angeles,CA US"
3254,Amundson,US,1979,"Tempe,AZ US"
3255,Jones,US,1964,"Elmsford,NY US"
3256,Vaughn,US,1971,"Detroit,MI US"
3257,Dangelo,US,1946,"Portland,OR US"
3258,Holloway,US,1974,"Buffalo Grove,IL US"
3259,Leger,US,1953,"Saginaw,MI US"
3260,Numbers,US,1960,"Irving,TX US"
3261,Triplett,US,1968,"Salt Lake City,UT US"
3262,Wilson,US,1945,"Burlington,MA US"
3263,Raley,US,1966,"Portsmouth,NH US"
3264,Stone,US,1948,"Hughes Springs,TX US"
3265,Enriquez,US,1976,"Lake Mills,IA US"
3266,Savoy,US,1941,"Gulfport,MS US"
3267,Roberts,US,1982,"Independence,KY US"
3268,Rogers,US,1948,"Rocky Mount,NC US"
3269,Fremont,US,1959,"Minneapolis,MN US"
3270,Maness,US,1971,"Salina,KS US"
3271,Pollack,US,1969,"Plymouth,MI US"
3272,Morton,US,1964,"Monrovia,CA US"
3273,Underwood,US,1983,"Houston,TX US"
3274,Freund,US,1956,"Guymon,OK US"
3275,Bunch,US,1977,"Commerce,TX US"
3276,Curto,US,1957,"Sylmar,CA US"
3277,Miller,US,1954,"Nixon (butler),PA US"
3278,Lewis,US,1942,"Aurora,CO US"
3279,Mays,US,1944,"Dallas,TX US"
3280,White,US,1950,"Bothell,WA US"
3281,Hardie,US,1949,"Duluth,MN US"
3282,Anderson,US,1975,"San Mateo,CA US"
3283,Holmes,US,1984,"Salt Lake City,UT US"
3284,Woods,US,1978,"Honolulu,HI US"
3285,Pipkin,US,1966,"Boston,MA US"
3286,Cook,US,1952,"Tribes Hill,NY US"
3287,Richards,US,1944,"Chidester,AR US"
3288,Greene,US,1965,"Keedysville,MD US"
3289,Penn,US,1944,"Redwood City,CA US"
3290,Butler,US,1961,"Hubbardston,MA US"
3291,Laird,US,1950,"Peoria,AZ US"
3292,Crane,US,1970,"Milwaukee,WI US"
3293,Mcintire,US,1947,"Morristown,ND US"
3294,Higgins,US,1957,"Watauga,TX US"
3295,Baker,US,1980,"Summit,NJ US"
3296,Lynch,US,1976,"Lebanon,OH US"
3297,Crosby,US,1956,"Memphis,TN US"
3298,Smith,US,1968,"Kalamazoo,MI US"
3299,Woodard,US,1974,"Tampa,FL US"
3300,Fajardo,US,1955,"Louisville,KY US"
3301,Noble,US,1959,"Laurens,SC US"
3302,Bell,US,1953,"Winooski,VT US"
3303,Hornsby,US,1984,"Corpus Christi,TX US"
3304,Canter,US,1948,"Uvalde,TX US"
3305,Baker,US,1985,"Miramar,FL US"
3306,Gurule,US,1950,"Camden,NJ US"
3307,Benjamin,US,1960,"Putney,VT US"
3308,Crawford,US,1950,"New Orleans,LA US"
3309,Davila,US,1966,"Houston,TX US"
3310,Ridley,US,1949,"Grand Rapids,MI US"
3311,Aiello,US,1945,"Grand Rapids,MI US"
3312,Thompson,US,1976,"Ontario,CA US"
3313,Marion,US,1952,"Washington,DC US"
3314,Wilson,US,1980,"Birmingham,AL US"
3315,Roundtree,US,1961,"Whitehall,PA US"
3316,Rosato,US,1969,"Lexington,KY US"
3317,Nelson,US,1970,"Goshen,CA US"
3318,Farris,US,1967,"Camden,NJ US"
3319,Calderon,US,1956,"Louisville,KY US"
3320,Davis,US,1966,"Jamaica,NY US"
3321,Lindsay,US,1958,"Milwaukee,WI US"
3322,Desilva,US,1960,"Greenville,SC US"
3323,Hall,US,1948,"Oak Brook,IL US"
3324,Stevens,US,1954,"Phoenix,AZ US"
3325,Williams,US,1977,"Stanton,MI US"
3326,Ray,US,1961,"Tulsa,OK US"
3327,Aston,US,1975,"Fort Worth,TX US"
3328,Gilmore,US,1969,"Charlotte,NC US"
3329,Sturm,US,1944,"Quenemo,KS US"
3330,Corbett,US,1948,"Pleasanton,CA US"
3331,Wessel,US,1952,"San Rafael,CA US"
3332,Reagan,US,1944,"Somerville,TX US"
3333,Ealy,US,1951,"Raleigh,NC US"
3334,Salyers,US,1971,"Alexandria,MD US"
3335,Apel,US,1964,"San Antonio,TX US"
3336,Hamilton,US,1960,"El Cajon,CA US"
3337,Diaz,US,1981,"Helena,OK US"
3338,Parker,US,1980,"Littleton,CO US"
3339,Carroll,US,1982,"Arlington Heights,IL US"
3340,Torres,US,1953,"Burlington,NC US"
3341,Robinson,US,1970,"Brooklyn,NY US"
3342,Stein,US,1982,"Fairbanks,AK US"
3343,Durham,US,1951,"Bacliff,TX US"
3344,Douglas,US,1947,"Oskaloosa,IA US"
3345,Moon,US,1974,"Paducah,KY US"
3346,Nelson,US,1963,"Sacramento,CA US"
3347,Phillips,US,1984,"Milwaukee,WI US"
3348,Rieger,US,1941,"Golden,IL US"
3349,Wester,US,1969,"New Orleans,LA US"
3350,Donahue,US,1945,"Roseville,CA US"
3351,Milardo,US,1978,"Pahrump,NV US"
3352,Palafox,US,1981,"Lost Hills,CA US"
3353,Oneal,US,1944,"Davenport,IA US"
3354,Hicks,US,1951,"Costa Mesa,CA US"
3355,Lunde,US,1941,"Bloomsburg,PA US"
3356,Hall,US,1940,"Wilmington,OH US"
3357,Wrenn,US,1951,"Norristown,PA US"
3358,Dail,US,1956,"Denver,CO US"
3359,Clark,US,1981,"Mount Vernon,MO US"
3360,Andrew,US,1962,"Nashville,TN US"
3361,Correa,US,1943,"Cleveland,OH US"
3362,Hansen,US,1953,"Houston,TX US"
3363,Green,US,1947,"Huttig,AR US"
3364,Monger,US,1947,"Commack,NY US"
3365,Murdock,US,1972,"Rochelle Park,NJ US"
3366,Witt,US,1948,"Queens,NY US"
3367,Landgraf,US,1967,"Castroville,CA US"
3368,Cranston,US,1975,"Plantation,FL US"
3369,Poore,US,1941,"Abilene,TX US"
3370,Rosa,US,1953,"Burr Ridge,IL US"
3371,Miller,US,1969,"Victoria,TX US"
3372,Laporte,US,1951,"Nashville,TN US"
3373,Young,US,1945,"Waipahu,HI US"
3374,Pena,US,1953,"Minidoka,ID US"
3375,Flores,US,1980,"Richmond,VA US"
3376,Sherrill,US,1950,"Falls Church,VA US"
3377,Scannell,US,1956,"San Jose,CA US"
3378,Butler,US,1981,"Brookings,SD US"
3379,Rodgers,US,1954,"Crookston,MN US"
3380,Duffy,US,1977,"Detroit,MI US"
3381,Steele,US,1982,"Baltimore,MD US"
3382,Abel,US,1961,"Worcester,MA US"
3383,Walsh,US,1964,"Dallas,TX US"
3384,Brown,US,1955,"Jacksonville,FL US"
3385,Smith,US,1973,"Providence,RI US"
3386,Contreras,US,1976,"Lake Mary,FL US"
3387,Upton,US,1946,"West Stanton,TX US"
3388,Marks,US,1983,"Shreveport,LA US"
3389,Stahl,US,1953,"Columbus,TX US"
3390,Black,US,1943,"Vincennes,IN US"
3391,Hamil,US,1974,"Kansas City,MO US"
3392,Thomas,US,1977,"State College,PA US"
3393,Padilla,US,1958,"Southfield,MI US"
3394,Thomas,US,1946,"Miami,FL US"
3395,Norman,US,1977,"Tulsa,OK US"
3396,Baird,US,1963,"Helena,MT US"
3397,Pryor,US,1955,"Fort Wayne,IN US"
3398,Hendricks,US,1980,"Bellflower,CA US"
3399,Hough,US,1962,"Oakland,CA US"
3400,Hayes,US,1968,"Philadelphia,DE US"
3401,Walsh,US,1951,"Logan,WV US"
3402,Kessler,US,1952,"New Market,IN US"
3403,Huff,US,1942,"Harrisburg,PA US"
3404,White,US,1949,"San Francisco,CA US"
3405,Velazquez,US,1960,"Glendale,OH US"
3406,Graves,US,1948,"Gleneden,OR US"
3407,Williams,US,1979,"Irvine,CA US"
3408,Jacob,US,1953,"Lawrence,MA US"
3409,Wright,US,1977,"New York,NY US"
3410,Minchew,US,1941,"Arlington,TX US"
3411,Minnick,US,1985,"Indianapolis,IN US"
3412,Harris,US,1942,"Tacoma,WA US"
3413,Machado,US,1979,"American Falls,ID US"
3414,Smith,US,1963,"Columbus,OH US"
3415,Bradley,US,1943,"Stlouis,MO US"
3416,Fredericks,US,1961,"Fielding,UT US"
3417,Healey,US,1974,"Quincy,MA US"
3418,Ransom,US,1969,"Destin,FL US"
3419,Lowe,US,1941,"Liberty,ME US"
3420,Leal,US,1969,"Appleton,WI US"
3421,Ernst,US,1983,"Baltimore,MD US"
3422,Rowlett,US,1957,"Denton,TX US"
3423,Walters,US,1946,"Portland,PA US"
3424,Cunningham,US,1962,"Winston Salem,NC US"
3425,Taylor,US,1977,"Eugene,OR US"
3426,Guel,US,1950,"Memphis,TN US"
3427,Dunning,US,1974,"North Kingstown,RI US"
3428,Cornelius,US,1964,"Ames,IA US"
3429,Allen,US,1961,"Boise,ID US"
3430,Johnson,US,1965,"Columbus,IN US"
3431,Mcmullen,US,1952,"Charleston,SC US"
3432,Salley,US,1967,"Anaheim,CA US"
3433,Williams,US,1984,"Daly City,CA US"
3434,Gayle,US,1957,"Kansas City,KS US"
3435,Foy,US,1940,"Springfield,MA US"
3436,Williamson,US,1964,"Providence,RI US"
3437,Johnson,US,1948,"Redmond,WA US"
3438,Gilmore,US,1954,"Oakland,CA US"
3439,Rohr,US,1963,"Juneau,AK US"
3440,Pound,US,1952,"Powder Springs,GA US"
3441,Ayers,US,1948,"Clinton,OK US"
3442,Fahey,US,1962,"Dekalb,IL US"
3443,Boyd,US,1973,"Savannah,GA US"
3444,Lopez,US,1976,"Pineville,WV US"
3445,Bernier,US,1976,"Worthington,OH US"
3446,Moore,US,1981,"Gaines,MI US"
3447,Vose,US,1953,"Longview,TX US"
3448,Sampson,US,1953,"Worcester,MA US"
3449,Mccauley,US,1971,"Youngstown,OH US"
3450,George,US,1957,"Augusta,SC US"
3451,Lance,US,1977,"Show Low,AZ US"
3452,Bracewell,US,1952,"Memphis,TN US"
3453,Guillory,US,1964,"Minneapolis,MN US"
3454,Smith,US,1940,"Etoile,TX US"
3455,Chavis,US,1968,"Westboro,MA US"
3456,Branch,US,1972,"Sharon,PA US"
3457,Guzman,US,1960,"Corpus Christi,TX US"
3458,Seybert,US,1978,"Los Angeles,CA US"
